chr	start	end	motif1.distancePeakMax	motif1.score	motif2.distancePeakMax	motif2.score
chr3	9756509	9757509	-24	86.4	-174	78.3
chr3	170462597	170463597	18	95.9	-167	82.8
chr3	197473430	197474430	-2	87.4	35	76.6
chr2	43090105	43091105	10	93.3	76	82.2
chr2	153056794	153057794	-9	87.4	-66	79.9
chr1	19077600	19078600	-27	91.0	257	88.1
chr1	27902119	27903119	74	94.6	317	83.2
chr1	39026634	39027634	-32	92.8	-296	84.9
chr1	45975445	45976445	-381	81.2	-306	77.9
chr1	212591541	212592541	-48	89.6	-300	84.4
chrX	39709579	39710579	-132	83.4	-180	80.7
chr12	7074681	7075681	248	80.6	174	78.9
chr12	88561737	88562737	75	92.7	194	92.1
chr12	108836412	108837412	19	89.9	58	89.6
chr12	114701991	114702991	-36	91.0	-152	84.0
chr12	119860797	119861797	-1	90.5	331	78.2
chr12	120799231	120800231	3	86.9	-303	83.1
chr12	131479495	131480495	-100	90.8	59	79.5
chr11	10418883	10419883	414	83.3	2	80.3
chr11	22854106	22855106	-4	87.7	301	79.8
chr11	45166703	45167703	29	84.1	73	80.8
chr11	60605366	60606366	9	85.5	-424	83.7
chr11	75506100	75507100	-15	87.1	-216	79.3
chr10	39106807	39107807	-340	84.5	-392	80.2
chr10	63169792	63170792	48	83.5	-30	79.9
chr10	71586129	71587129	91	89.9	480	82.6
chr10	72380902	72381902	-32	95.7	56	87.8
chr10	100150944	100151944	-7	85.7	-404	82.0
chr17	7059411	7060411	-10	90.9	-214	79.8
chr17	35217973	35218973	3	92.8	-17	92.8
chr17	49512195	49513195	20	96.2	208	84.4
chr17	56017263	56018263	-94	78.6	34	78.2
chr17	76297079	76298079	-21	93.7	350	85.6
chr17	79215626	79216626	16	88.7	266	78.1
chr16	2943985	2944985	-31	96.3	265	78.8
chr16	4224595	4225595	-79	88.0	-25	86.7
chr16	8633502	8634502	-39	98.2	-19	84.6
chr16	8976065	8977065	-37	92.0	-5	81.2
chr16	19367019	19368019	49	88.3	82	86.8
chr16	80933832	80934832	282	86.7	-8	85.0
chr15	78650131	78651131	55	82.7	34	81.5
chr15	97142223	97143223	20	96.3	177	85.1
chr14	63811500	63812500	0	91.7	36	88.3
chr22	29916519	29917519	-7	95.1	173	80.4
chr20	32330119	32331119	17	87.4	347	77.9
chr21	44809907	44810907	14	90.0	-478	79.0
chr21	46515156	46516156	13	98.8	325	85.2
chr7	22040687	22041687	1	86.3	-67	82.3
chr7	22704138	22705138	1	89.6	146	88.3
chr7	24978535	24979535	63	89.6	27	87.8
chr7	44170433	44171433	371	81.6	-129	80.5
chr7	70170824	70171824	16	96.2	-137	88.8
chr7	88003440	88004440	-16	91.5	413	76.2
chr7	124581116	124582116	1	94.9	-18	79.8
chr7	141536966	141537966	-77	91.5	172	85.3
chr6	31738669	31739669	-27	89.4	202	80.7
chr6	134466501	134467501	-8	83.0	269	82.8
chr6	158922339	158923339	3	99.3	33	86.0
chr6	160102084	160103084	-6	93.8	-245	76.6
chr6	169408553	169409553	-22	97.8	45	97.8
chr5	118659765	118660765	19	90.0	162	89.5
chr5	134394954	134395954	-461	86.0	384	85.9
chr5	162835158	162836158	100	86.2	349	76.6
chr5	175986475	175987475	-6	87.9	-427	80.4
chr4	147042520	147043520	-35	91.3	77	90.3
chr4	175030994	175031994	-147	81.5	-5	79.7
chr4	185393739	185394739	1	91.0	-131	83.5
chr3	141747578	141748578	-310	78.4	-295	75.6
chr2	86175319	86176319	-50	95.0	-14	92.7
chr2	114604458	114605458	-197	82.0	99	81.9
chr2	236325192	236326192	-12	96.4	-294	83.6
chr2	241190865	241191865	56	91.6	-192	80.8
chr1	7770450	7771450	7	94.2	-175	81.8
chr1	20103141	20104141	-12	91.5	-307	76.5
chr1	25572182	25573182	22	93.8	5	80.7
chr1	38618154	38619154	3	91.5	-386	82.7
chr1	40454013	40455013	15	86.7	446	79.2
chr1	145448343	145449343	-9	84.2	134	78.0
chr1	154293043	154294043	-202	78.8	482	77.6
chr1	167450425	167451425	-190	85.0	-2	81.5
chr1	175826457	175827457	434	87.5	-56	84.6
chr1	218636791	218637791	-136	84.9	252	82.3
chr1	219829216	219830216	-82	93.0	-295	86.8
chr1	234831490	234832490	5	87.7	-377	81.6
chr1	245219935	245220935	6	96.1	24	84.8
chr9	123472226	123473226	17	93.7	354	79.9
chr9	132536829	132537829	-74	91.0	-97	89.6
chr8	20431290	20432290	-153	88.4	-49	87.6
chr8	123828818	123829818	-31	82.2	289	82.1
chr17	45286018	45287018	424	84.3	-27	83.8
chr1	32292477	32293477	-321	79.2	333	77.9
chr10	42527278	42528278	103	85.8	-235	77.2
chr19	47633465	47634465	-2	85.6	-187	84.5
chr4	53622	54622	325	80.6	366	80.3
chr1	31643165	31644165	-37	92.2	-214	83.5
chr9	133876013	133877013	-238	84.6	295	84.4
chr8	43095450	43096450	-281	75.0	371	71.2
chr12	122234723	122235723	279	88.7	-389	78.5
chr17	57642355	57643355	444	91.8	-360	80.8
chr15	66971773	66972773	-161	83.7	138	80.6
chr14	31698714	31699714	31	92.9	-322	81.9
chr3	25633692	25634692	-35	78.4	-416	75.9
chr8	17103428	17104428	-322	79.3	-26	75.5
chrX	138294938	138295938	-33	84.7	182	82.6
chr12	32049165	32050165	29	83.1	-89	77.7
chr12	53472202	53473202	-373	81.2	203	78.6
chr12	109093602	109094602	77	89.3	-315	86.7
chr10	27528686	27529686	-305	80.1	-382	76.3
chr17	5094776	5095776	-46	92.1	27	78.3
chr16	85640866	85641866	-3	94.1	-326	81.7
chr6	147235617	147236617	33	91.3	-71	85.5
chr5	81267371	81268371	58	86.2	-76	80.0
chr5	150142583	150143583	-4	87.5	-211	85.4
chr3	32147599	32148599	-11	84.6	-242	84.2
chr2	228330653	228331653	307	79.1	284	78.6
chr17	41560688	41561688	-283	80.2	336	78.7
chr1	1850569	1851569	-14	85.3	21	83.2
chr11	46529048	46530048	-36	88.4	-421	84.3
chr10	73610626	73611626	34	89.4	47	83.8
chr17	48450133	48451133	36	85.9	172	82.0
chr2	190305656	190306656	-447	85.4	328	80.0
chr8	46902677	46903677	96	76.5	-139	75.8
chrX	3651050	3652050	-32	90.1	145	83.4
chrX	10068867	10069867	27	97.7	-319	83.4
chrX	18394091	18395091	-36	95.0	392	94.8
chrX	26065030	26066030	54	90.9	-246	89.3
chrX	70691150	70692150	-4	94.8	52	92.0
chrX	75115561	75116561	-16	98.3	255	88.0
chrX	84110597	84111597	46	90.6	8	89.1
chrX	86664176	86665176	23	93.1	-71	78.9
chrX	90818651	90819651	30	96.4	54	94.7
chrX	113297835	113298835	-11	85.2	-215	80.7
chrX	113492773	113493773	51	94.9	119	85.0
chrX	135909859	135910859	8	94.3	-127	93.8
chr13	23647122	23648122	8	94.7	74	89.2
chr13	31912612	31913612	-14	90.7	-52	90.2
chr13	67135441	67136441	-53	90.9	-15	90.2
chr13	69557421	69558421	52	94.7	89	82.9
chr13	77609641	77610641	51	96.2	-19	95.0
chr13	77951823	77952823	-28	94.1	-134	83.4
chr13	84187141	84188141	-195	94.7	-147	93.0
chr13	98130207	98131207	10	91.5	-135	78.1
chr13	114051514	114052514	64	85.1	459	81.0
chr12	914018	915018	-11	88.5	-328	81.5
chr12	18653176	18654176	-78	90.6	-40	90.2
chr12	70076098	70077098	72	90.0	-173	78.5
chr12	71770446	71771446	-1	94.7	-25	89.7
chr12	95848260	95849260	49	89.4	271	89.0
chr12	105298238	105299238	46	90.2	253	88.9
chr12	115989846	115990846	-8	90.2	403	86.6
chr12	130506924	130507924	25	90.9	63	90.2
chr11	6012691	6013691	0	88.8	-49	88.5
chr11	71113302	71114302	33	90.6	-278	82.3
chr11	71256755	71257755	-14	92.7	57	90.0
chr11	78672816	78673816	4	98.8	-40	79.6
chr11	104292001	104293001	49	90.7	218	88.9
chr11	104292378	104293378	425	90.8	-328	90.7
chr11	115220522	115221522	31	86.2	-380	83.7
chr11	118150684	118151684	77	95.7	-10	91.6
chr11	127767449	127768449	-11	96.4	13	93.0
chr10	35883334	35884334	-2	87.4	74	80.7
chr10	48598592	48599592	90	90.4	22	90.2
chr10	48660345	48661345	-28	94.3	-77	90.6
chr10	83023406	83024406	57	90.9	19	90.2
chr10	120662128	120663128	-30	89.5	402	83.4
chr17	6309409	6310409	-71	92.7	-41	77.9
chr17	7003192	7004192	39	88.9	-80	87.1
chr17	26727139	26728139	-10	93.6	-242	81.4
chr17	45209510	45210510	-14	91.8	190	76.7
chr17	52363270	52364270	-65	94.7	-89	94.7
chr17	66102205	66103205	7	95.7	-267	85.3
chr17	74135578	74136578	50	84.1	-385	79.8
chr16	5101361	5102361	-369	81.9	452	81.0
chr16	17307596	17308596	-381	84.7	-309	76.9
chr16	22933104	22934104	-7	89.9	73	89.4
chr16	52031330	52032330	7	94.7	-58	90.4
chr16	64297618	64298618	58	94.7	147	90.7
chr15	22156414	22157414	-121	97.7	-37	96.0
chr15	24048333	24049333	-41	89.2	-209	88.9
chr15	29978344	29979344	30	92.7	-145	91.8
chr15	58711292	58712292	-42	82.3	251	81.4
chr15	61502804	61503804	-153	79.7	-52	79.5
chr15	73181863	73182863	-245	81.0	357	79.8
chr15	81701423	81702423	-81	94.8	-33	94.7
chr15	95890115	95891115	-8	96.1	-33	95.9
chr15	101450152	101451152	12	80.1	267	77.0
chr14	25909107	25910107	105	94.7	81	91.9
chr14	44273435	44274435	-5	94.7	19	91.6
chr14	48671675	48672675	-63	94.7	-111	90.4
chr14	70345495	70346495	19	91.0	-484	85.3
chr14	74106916	74107916	-13	87.6	66	77.8
chr14	95613650	95614650	-11	91.4	-288	76.1
chr18	7910210	7911210	-59	96.2	-78	94.4
chr18	36523447	36524447	18	92.7	-6	91.3
chr18	48432521	48433521	19	98.0	425	84.7
chr18	48654514	48655514	10	96.0	84	84.3
chr18	68696308	68697308	27	94.7	75	92.7
chr18	72550910	72551910	43	89.7	-269	85.0
chr20	6493046	6494046	188	86.4	-463	76.6
chr20	6541258	6542258	8	96.6	157	96.6
chr20	24200455	24201455	103	88.9	263	88.7
chr20	30147078	30148078	-340	83.2	467	79.9
chr20	41916008	41917008	-27	87.7	-198	78.5
chr21	38654639	38655639	168	88.9	209	88.7
chr7	1271981	1272981	-28	90.8	-474	84.4
chr7	5837191	5838191	-159	89.4	-219	80.0
chr7	7024181	7025181	-50	99.1	-15	88.9
chr7	14143878	14144878	-52	96.6	13	94.4
chr7	36538624	36539624	73	90.7	98	88.9
chr7	44765596	44766596	131	82.7	-42	82.0
chr7	65337729	65338729	-11	90.4	-456	82.3
chr7	125021696	125022696	-32	76.3	-116	74.0
chr7	128298185	128299185	-400	82.5	-25	81.9
chr7	140749220	140750220	34	96.5	-76	80.9
chr7	152634138	152635138	-8	96.4	-316	87.6
chr7	158922729	158923729	47	98.2	-251	82.2
chr6	2537880	2538880	64	86.9	109	81.1
chr6	18510121	18511121	4	97.9	-222	78.2
chr6	63787216	63788216	-55	94.7	-31	91.9
chr6	63795977	63796977	-22	94.8	26	93.0
chr6	65256774	65257774	-79	94.7	-31	93.0
chr6	72494608	72495608	83	91.9	131	90.7
chr6	90277035	90278035	297	88.0	380	86.0
chr6	99709169	99710169	51	94.7	76	88.8
chr6	129057848	129058848	-85	75.9	309	75.8
chr6	133530385	133531385	-63	94.3	234	91.8
chr6	160945678	160946678	-43	86.3	-157	84.0
chr5	10375654	10376654	5	90.2	-200	88.9
chr5	13942349	13943349	-340	91.9	-122	88.0
chr5	27438494	27439494	57	90.2	263	88.9
chr5	74425884	74426884	-71	92.7	-95	92.7
chr5	95437798	95438798	-88	92.7	206	80.4
chr5	113768541	113769541	106	90.2	-99	88.7
chr5	166210591	166211591	33	94.7	81	93.0
chr4	42684181	42685181	-11	97.4	289	96.1
chr4	55600333	55601333	-68	94.4	-161	90.1
chr4	73587114	73588114	19	95.3	305	81.5
chr4	76750542	76751542	116	86.5	242	84.9
chr4	83312156	83313156	15	85.6	55	83.8
chr4	85404614	85405614	10	87.8	120	84.1
chr4	143818772	143819772	112	90.9	150	90.2
chr4	146993125	146994125	136	93.0	-321	89.1
chr4	159116429	159117429	-13	88.2	-49	84.9
chr4	159585973	159586973	-7	93.0	-56	92.0
chr4	185915050	185916050	300	79.3	112	76.8
chr3	59722377	59723377	-8	96.0	-408	88.7
chr3	67938148	67939148	-10	95.0	56	95.0
chr3	77288246	77289246	12	92.7	238	90.4
chr3	95306445	95307445	-72	95.2	137	94.8
chr3	103617823	103618823	127	88.9	-162	85.9
chr3	106362766	106363766	-10	94.7	-58	93.0
chr3	115486677	115487677	34	90.2	397	82.0
chr3	121315967	121316967	-471	93.2	1	89.9
chr3	125146698	125147698	-1	91.6	-19	86.8
chr3	143399233	143400233	17	97.9	-411	81.6
chr3	144469121	144470121	-78	90.9	-40	90.2
chr3	173928612	173929612	12	90.7	-26	90.2
chr2	4931980	4932980	23	93.0	71	92.7
chr2	24662049	24663049	470	86.2	-93	76.9
chr2	30335159	30336159	-12	92.8	233	79.5
chr2	33831906	33832906	-32	94.8	278	82.2
chr2	63548859	63549859	34	94.7	58	94.7
chr2	63798920	63799920	3	96.0	-240	83.4
chr2	83472245	83473245	5	90.9	-33	90.2
chr2	111613146	111614146	-53	94.3	62	90.6
chr2	140831624	140832624	-4	90.2	-212	88.9
chr2	202539196	202540196	12	93.4	-71	83.9
chr2	218194753	218195753	-84	98.3	7	95.3
chr2	225618005	225619005	-15	94.7	-39	94.7
chr2	225669558	225670558	-43	94.4	-2	91.6
chr2	228266292	228267292	49	93.0	30	79.8
chr2	238067313	238068313	40	89.1	71	88.7
chr2	239247074	239248074	-48	91.2	22	79.6
chr1	54902999	54903999	-189	82.5	-467	81.8
chr1	79735054	79736054	19	90.5	-19	89.2
chr1	110371052	110372052	-14	91.8	401	83.2
chr1	151324182	151325182	96	94.2	40	93.1
chr1	162907982	162908982	17	94.6	126	89.1
chr1	193971182	193972182	-22	90.9	-191	90.3
chr1	202600580	202601580	-10	93.2	17	79.4
chr1	202816722	202817722	10	77.2	420	75.4
chr1	203116110	203117110	214	82.3	-133	81.8
chr1	243564829	243565829	34	86.5	-484	86.4
chr9	17073232	17074232	-29	90.9	9	90.2
chr9	34657277	34658277	30	92.9	171	78.7
chr9	71120720	71121720	-75	96.1	-51	89.7
chr9	96198037	96199037	27	93.5	-13	91.2
chr9	97015382	97016382	15	93.4	-264	80.6
chr9	112755215	112756215	-3	91.5	145	77.8
chr9	126773317	126774317	4	88.5	-455	80.4
chr9	131034868	131035868	404	95.3	-290	91.1
chr9	137196158	137197158	257	85.7	-163	78.4
chr8	30641596	30642596	10	88.8	297	79.0
chr8	39038020	39039020	20	90.7	-149	90.6
chr8	55540712	55541712	1	97.7	-112	86.3
chr8	71015810	71016810	-22	87.0	439	85.0
chr8	96805673	96806673	114	79.9	-132	78.8
chr8	111075554	111076554	132	83.2	53	80.5
chr14	20937936	20938936	-10	93.2	116	77.5
chr7	139615576	139616576	376	81.9	294	78.9
chr6	37150658	37151658	105	79.9	-476	77.6
chr3	183851568	183852568	311	85.8	156	77.7
chr6	15905892	15906892	133	82.8	-158	82.8
chr6	34724658	34725658	492	82.4	146	79.2
chr11	18415411	18416411	-439	82.5	-18	80.1
chr10	64892488	64893488	-473	77.8	-437	76.2
chr13	95926186	95927186	99	80.2	-47	77.9
chr12	32551918	32552918	-2	89.8	-205	84.9
chr17	79479436	79480436	11	91.0	-237	75.4
chr15	81194417	81195417	86	82.1	-463	82.0
chr18	29342558	29343558	387	88.3	-123	79.9
chr22	50556717	50557717	-482	90.2	490	81.7
chr20	34672688	34673688	58	92.1	171	86.1
chr7	77165749	77166749	-343	80.4	26	80.3
chr2	148778032	148779032	53	84.6	433	83.2
chr2	216694715	216695715	20	84.1	40	82.4
chr1	8585603	8586603	457	79.6	-271	79.5
chr1	101723111	101724111	-3	83.4	13	81.2
chr1	109783656	109784656	1	90.8	115	81.7
chr1	110210064	110211064	38	86.7	13	77.8
chr9	69982339	69983339	-132	80.2	455	76.9
chr17	8090674	8091674	172	81.5	-103	77.3
chr19	42037494	42038494	23	94.6	-308	82.4
chr4	103940359	103941359	231	83.1	-371	81.8
chr4	128981869	128982869	-124	84.5	-386	81.6
chr3	17882459	17883459	6	86.4	104	85.6
chr2	70369349	70370349	334	77.7	95	77.4
chr1	7886846	7887846	-260	85.0	367	80.8
chr1	20539243	20540243	6	89.6	-403	84.4
chr9	73034515	73035515	119	81.5	-216	79.9
chr8	10697025	10698025	28	96.9	-425	86.3
chr12	56509855	56510855	-34	89.8	-244	76.2
chr11	12849138	12850138	-48	97.0	-142	88.0
chr19	49574698	49575698	16	93.0	-191	85.1
chr6	27059197	27060197	428	90.5	-88	85.9
chr6	83902525	83903525	8	94.0	-405	77.1
chr3	138594172	138595172	6	87.8	32	83.6
chr1	111422173	111423173	-34	85.3	439	83.2
chr1	206628391	206629391	70	89.7	346	80.1
chr8	22084873	22085873	84	82.7	-171	80.7
chr11	118788671	118789671	11	84.3	-465	80.8
chr17	48276878	48277878	-77	86.6	429	85.7
chr15	35598597	35599597	153	79.1	-259	77.6
chr15	90930781	90931781	-14	85.0	-233	78.5
chr19	50172862	50173862	-123	95.0	-272	92.8
chr22	36448335	36449335	-223	92.0	106	77.8
chr7	154998620	154999620	-54	93.2	74	73.0
chr4	79640952	79641952	-39	96.5	381	86.2
chr2	10670651	10671651	-257	81.5	169	79.9
chr2	92286258	92287258	-237	77.4	396	74.3
chr1	21718769	21719769	-1	91.0	415	80.2
chr8	125595212	125596212	19	85.6	-232	81.1
chr1	53480546	53481546	20	90.3	56	80.7
chr8	82754277	82755277	467	92.3	115	82.0
chr2	27303708	27304708	-338	81.2	-404	80.6
chr6	44026021	44027021	-108	83.3	148	76.9
chrX	129094697	129095697	58	83.3	21	80.5
chr11	47663572	47664572	-70	84.8	-377	83.8
chr6	44439166	44440166	135	84.9	228	82.4
chr6	168224945	168225945	-31	88.4	285	77.6
chr5	131795554	131796554	-70	91.7	-331	88.4
chr2	209130424	209131424	-351	84.3	429	75.5
chr1	27380625	27381625	-62	87.9	-124	79.7
chr1	156630910	156631910	-492	83.2	-352	74.0
chr12	20703904	20704904	-327	79.5	406	79.5
chr12	122371393	122372393	473	82.6	-50	81.0
chr19	9732010	9733010	23	93.4	63	85.3
chr1	100816412	100817412	-113	83.8	368	83.2
chr1	185285821	185286821	161	80.4	-154	77.6
chr8	110345937	110346937	-405	84.2	161	75.4
chrX	23802272	23803272	-49	92.3	127	83.3
chr13	80054703	80055703	-5	86.3	125	81.9
chr12	7055215	7056215	-239	91.8	27	87.0
chr12	52289825	52290825	231	90.5	-2	87.2
chr12	121704223	121705223	-102	83.8	398	81.8
chr11	57502848	57503848	7	77.6	327	77.0
chr10	62564471	62565471	-370	85.3	267	84.6
chr17	8067291	8068291	82	77.9	174	77.4
chr16	78269178	78270178	0	82.5	406	78.6
chr15	67145386	67146386	-19	88.8	-114	76.7
chr15	92014313	92015313	-359	92.7	24	83.5
chr19	18432239	18433239	-45	96.5	342	85.4
chr19	21748600	21749600	207	99.7	-42	88.5
chr18	53183910	53184910	17	86.8	323	82.2
chr22	23485878	23486878	34	87.2	-240	80.6
chr22	36138065	36139065	-101	83.8	87	79.0
chr6	2998585	2999585	-196	84.8	-125	84.1
chr6	135642156	135643156	94	83.2	-25	81.9
chr5	10221810	10222810	-3	90.6	427	82.8
chr5	10320637	10321637	-25	87.4	-95	76.8
chr5	131831164	131832164	36	86.7	-405	77.1
chr2	178077631	178078631	-101	86.0	-48	82.3
chr1	11846789	11847789	466	82.6	240	81.6
chr1	20505095	20506095	-29	85.0	-206	83.2
chr1	113734474	113735474	-58	94.3	-486	87.7
chr1	166669570	166670570	34	89.8	-490	77.8
chr1	179852586	179853586	-270	86.5	47	83.8
chr1	182326025	182327025	-63	96.2	-137	77.0
chr9	6054177	6055177	-239	86.9	-258	82.3
chr9	37079011	37080011	-9	84.3	445	78.7
chr9	107509440	107510440	-182	81.5	39	81.3
chr8	37949783	37950783	66	87.7	-16	86.1
chr5	49450124	49451124	-175	80.0	165	79.6
chrX	42485633	42486633	-9	98.1	423	84.3
chrX	48358676	48359676	19	88.1	311	78.7
chrX	73074088	73075088	-28	94.2	61	83.7
chrX	101054104	101055104	229	88.1	-39	83.3
chrX	152805779	152806779	17	90.2	82	82.6
chr13	53003582	53004582	-12	90.3	-43	87.7
chr13	113591680	113592680	48	98.3	-192	97.8
chr12	19758386	19759386	7	92.0	-115	80.3
chr12	28458067	28459067	82	91.6	-480	82.9
chr12	31851878	31852878	329	77.1	292	76.4
chr12	45211194	45212194	-12	89.6	-90	82.4
chr12	57580620	57581620	-43	85.1	-17	84.2
chr12	94676890	94677890	47	96.1	-345	86.1
chr12	106384661	106385661	-11	94.6	-355	82.9
chr12	106586107	106587107	21	100.0	370	90.9
chr12	113192893	113193893	-68	89.0	308	81.8
chr12	118904787	118905787	99	94.3	324	78.4
chr11	34938647	34939647	-1	86.1	-473	84.4
chr11	35124661	35125661	-11	91.0	199	84.5
chr11	45790898	45791898	128	91.7	239	82.6
chr11	56288485	56289485	-106	84.9	143	80.9
chr11	61577958	61578958	1	94.0	-51	82.9
chr11	107114697	107115697	-49	91.9	-12	87.2
chr11	120789413	120790413	-362	83.7	435	83.3
chr10	6444530	6445530	34	88.1	76	78.1
chr10	8317495	8318495	-7	84.1	-333	83.0
chr10	16448555	16449555	-440	90.8	-293	82.7
chr10	30887523	30888523	-76	85.3	0	81.2
chr10	49805153	49806153	141	81.0	415	79.4
chr10	50059070	50060070	-321	80.7	178	78.7
chr10	50257011	50258011	165	84.6	-36	83.5
chr10	60244192	60245192	-9	96.0	27	77.9
chr10	76541587	76542587	23	93.6	-321	76.2
chr10	77635191	77636191	162	88.6	27	88.1
chr10	77825080	77826080	3	92.6	172	87.9
chr10	93305946	93306946	-444	88.6	5	88.2
chr10	114515177	114516177	5	96.0	456	82.5
chr10	118028933	118029933	268	90.5	-4	90.2
chr10	130122102	130123102	-464	82.0	-207	79.3
chr10	130456622	130457622	24	86.4	-45	82.0
chr10	130556227	130557227	6	83.0	-87	79.9
chr10	133965984	133966984	-12	94.5	-107	76.8
chr10	134141332	134142332	-84	96.1	211	80.6
chr10	134143410	134144410	85	89.8	-21	79.9
chr17	6234351	6235351	-86	87.3	-18	86.7
chr17	41786851	41787851	-41	95.5	478	93.4
chr17	43747781	43748781	125	92.9	149	90.9
chr17	43811596	43812596	-1	92.7	17	91.6
chr17	45874876	45875876	-8	96.5	212	79.8
chr17	54947098	54948098	59	93.1	-13	90.5
chr17	55971648	55972648	-21	95.1	214	80.1
chr16	16267640	16268640	-29	95.9	31	84.5
chr16	78309125	78310125	-3	91.5	-222	81.2
chr16	86639259	86640259	-3	96.8	-39	85.6
chr15	29326480	29327480	22	89.8	386	80.9
chr15	31786446	31787446	-41	82.7	185	77.9
chr15	32352814	32353814	10	88.8	-23	87.0
chr15	35297064	35298064	37	89.4	290	82.4
chr15	66211015	66212015	17	81.5	-410	80.0
chr15	66890635	66891635	11	89.9	-133	78.3
chr15	69448336	69449336	-9	93.0	27	89.3
chr15	81298311	81299311	30	92.7	-210	80.7
chr15	92950158	92951158	60	87.2	159	80.4
chr15	100330644	100331644	52	91.1	-373	81.1
chr15	101278407	101279407	-23	97.0	-231	89.3
chr14	50349280	50350280	7	95.8	26	79.9
chr14	51311559	51312559	-11	86.7	357	79.9
chr14	69402341	69403341	68	93.7	19	83.2
chr14	75350952	75351952	-26	88.6	57	80.6
chr14	75712477	75713477	-28	99.6	-63	88.1
chr14	76025530	76026530	9	94.8	-282	88.3
chr14	91098978	91099978	-44	86.2	127	77.5
chr14	94249732	94250732	-5	94.9	28	94.9
chr18	21307915	21308915	-77	81.2	243	80.9
chr18	22470066	22471066	-40	92.2	-255	76.9
chr18	55710847	55711847	25	93.2	-122	79.0
chr22	28772368	28773368	-32	92.1	279	77.7
chr22	31738886	31739886	-10	88.6	-78	76.2
chr21	26477525	26478525	-343	78.0	353	73.1
chr21	40276929	40277929	24	81.4	4	77.4
chr7	25519256	25520256	-9	94.8	-453	88.2
chr7	25801165	25802165	-64	100.0	-48	76.5
chr7	29248234	29249234	-60	91.4	-24	88.3
chr7	37025288	37026288	39	95.9	12	92.4
chr7	57713431	57714431	43	81.4	192	80.7
chr7	75431327	75432327	-78	81.4	334	75.4
chr7	77363588	77364588	100	94.9	50	84.1
chr7	95441335	95442335	-110	80.2	67	77.9
chr7	105023528	105024528	43	89.7	-32	76.3
chr7	107624202	107625202	-48	96.2	120	77.9
chr7	127498876	127499876	81	91.4	-286	89.7
chr7	130785031	130786031	-354	83.7	14	82.9
chr7	141308922	141309922	177	86.6	40	85.4
chr7	155373440	155374440	160	80.8	-313	79.1
chr6	15471255	15472255	17	92.3	-25	82.7
chr6	41721421	41722421	35	98.2	-31	80.2
chr6	49949975	49950975	12	95.9	-33	82.3
chr6	126078531	126079531	19	89.1	-45	77.9
chr6	135074238	135075238	-215	89.2	21	88.5
chr6	168530594	168531594	-34	94.5	124	78.7
chr5	1163404	1164404	-41	95.9	472	81.4
chr5	2465633	2466633	-47	83.2	-268	82.3
chr5	6190703	6191703	-30	94.8	-381	76.6
chr5	31664406	31665406	155	79.8	-42	77.7
chr5	35793024	35794024	217	78.8	-375	77.8
chr5	36795165	36796165	418	91.9	-43	85.8
chr5	52711811	52712811	-306	78.6	40	75.9
chr5	56894949	56895949	212	89.6	12	85.8
chr5	80186532	80187532	-51	96.5	-483	86.5
chr5	87956433	87957433	149	85.5	-3	84.4
chr5	100382632	100383632	-32	93.9	-67	86.6
chr5	103077607	103078607	25	99.1	-7	81.1
chr5	143077779	143078779	-53	88.4	-179	77.6
chr5	150485871	150486871	59	90.2	-302	81.4
chr5	150624549	150625549	183	98.3	-138	96.0
chr5	170281007	170282007	93	87.3	-305	81.3
chr5	171100335	171101335	18	85.3	-252	79.1
chr5	176800650	176801650	2	99.6	-24	98.0
chr5	176848560	176849560	-35	90.4	-464	81.6
chr4	6946228	6947228	13	93.3	-450	78.5
chr4	7731177	7732177	38	91.9	-153	84.2
